EFFECTIVE_DATE,TYPE,SUBTYPE,EMP_ID,FULL_NAME,FIRST_NAME,LAST_NAME,MIDDLE_NAME_INITIAL,EMAIL,FTE_TYPE,WORK_LOC_STATUS,FULL_TIME_PART_TIME,EXEMPT_BONUS_FLAG,STATUS_ACTIVE_TERMED,ACQUIRED_COMPANY_NAME,COMPENSATION_GRADE,HIRE_DATE,COMPENSATION_GRADE_GROUPING,HIRE_APPROVAL_DATE,CONTINUOUS_SERVICE_DATE,TERMINATION_DATE,TERMINATION_APPROVAL_DATE,TERMINATION_REGRET_NONREGRET,TERMINATION_VOL_INVOL,LAST_WORK_DATE,LENGTH_OF_SERVICE,TENURE_GROUPING,ECOMM_ROLLUP,MANAGER_ID,MANAGER_NAME,MGT_CHAIN_LVL_01_NM,MGT_CHAIN_LVL_02_NM,MGT_CHAIN_LVL_03_NM,MGT_CHAIN_LVL_04_NM,MGT_CHAIN_LVL_05_NM,MGT_CHAIN_LVL_06_NM,MGT_CHAIN_LVL_07_NM,MGT_CHAIN_LVL_08_NM,MGT_CHAIN_LVL_09_NM,MGT_CHAIN_LVL_10_NM,MGT_CHAIN_LVL_11_NM,MGT_CHAIN_LVL_12_NM,MGT_CHAIN_LVL_13_NM,MGT_CHAIN_LVL_14_NM,IS_MANAGER_FLAG,EMP_BUSINESS_TITLE,AE_VS_NONAE_TOTAL_COMPANY,EMP_LOCATION_STATE_COUNTRY_CITY,EMP_MARKET_SEGMENT_SALES_CSG_ONLY,EMP_COMPANY_ENTITY_ID,EMP_COMPANY_ENTITY_NAME,EMP_GEOGRAPHIC_REGION_DIVISION,EMP_CONSOLIDATED_GEO,EMP_PCC_ID,EMP_PCC_NAME,EMP_FTE_TIME_PERCENTAGE,EMP_PRIMARY_JOB_WORKSPACE,EMP_RECORD_DELETE_FLAG,JOB_CODE_ID,JOB_NAME,JOB_FAMILY,JOB_FAMILY_GROUP,ABV_HIERARCHY_LEVEL_0,ABV_HIERARCHY_LEVEL_1,ABV_HIERARCHY_LEVEL_2,ABV_HIERARCHY_LEVEL_3,COST_CENTER_ID,COST_CENTER_NAME,BUSINESS_UNIT_ID,BUSINESS_UNIT_NAME,PRODUCT_ID,PRODUCT_NAME,INDUSTRY_ID,INDUSTRY_NAME,MARKET_SEGMENT_ID,MARKET_SEGMENT_NAME,REGION_HIERARCHY,AE_FLAG,CURRENT_POSITION_EFCTV_DT,LAST_POSITION_CHNG_EFCTV_DT,POSITION_ID,POSITION_NAME,STAFFING_STATUS,PRIMARY_POSITION,POSITION_VACATED_DATE,CURRENT_POSITION_FILLED,PLANNING_ORG_ID,PLANNING_ORG_NAME,FISCAL_QUARTER_NAME,FISCAL_QUARTER_WITH_YEAR,FISCAL_YEAR,FISCAL_YEAR_NAME,FISCAL_YEAR_MONTH,FISCAL_MONTH_NAME,FISCAL_QUARTER_YEAR,FY_MONTH_YEAR,EOW_FLAG,EOM_FLAG,FISCAL_EOQ_FLAG,FISCAL_EOY_FLAG,RECORD_COUNT,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SOURCE_CREATED_BY,SOURCE_CREATION_DATE,SOURCE_LAST_UPDATED_BY,SOURCE_LAST_UPDATE_DATE
2025-01-04,EMP,HEADCOUNT,E00044,Employee 44,First44,Last44,A,emp44@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,44.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC44,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS44,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599929,SYSTEM,2026-07-01 09:13:04.599929,SYSTEM,2026-07-01 09:13:04.599929,SYSTEM,2026-07-01 09:13:04.599930
2025-01-05,EMP,HEADCOUNT,E00045,Employee 45,First45,Last45,A,emp45@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,45.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC45,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS45,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599934,SYSTEM,2026-07-01 09:13:04.599934,SYSTEM,2026-07-01 09:13:04.599934,SYSTEM,2026-07-01 09:13:04.599934
2025-01-06,EMP,HEADCOUNT,E00046,Employee 46,First46,Last46,A,emp46@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,46.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC46,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS46,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599939,SYSTEM,2026-07-01 09:13:04.599939,SYSTEM,2026-07-01 09:13:04.599939,SYSTEM,2026-07-01 09:13:04.599939
2025-01-07,EMP,HEADCOUNT,E00047,Employee 47,First47,Last47,A,emp47@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,47.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC47,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS47,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599943,SYSTEM,2026-07-01 09:13:04.599944,SYSTEM,2026-07-01 09:13:04.599944,SYSTEM,2026-07-01 09:13:04.599944
2025-01-08,EMP,HEADCOUNT,E00048,Employee 48,First48,Last48,A,emp48@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,48.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC48,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS48,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599948,SYSTEM,2026-07-01 09:13:04.599948,SYSTEM,2026-07-01 09:13:04.599949,SYSTEM,2026-07-01 09:13:04.599949
2025-01-09,EMP,HEADCOUNT,E00049,Employee 49,First49,Last49,A,emp49@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,49.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC49,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS49,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599953,SYSTEM,2026-07-01 09:13:04.599953,SYSTEM,2026-07-01 09:13:04.599953,SYSTEM,2026-07-01 09:13:04.599954
2025-01-10,EMP,HEADCOUNT,E00050,Employee 50,First50,Last50,A,emp50@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,50.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC50,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS50,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599957,SYSTEM,2026-07-01 09:13:04.599958,SYSTEM,2026-07-01 09:13:04.599958,SYSTEM,2026-07-01 09:13:04.599958
2025-01-01,EMP,HEADCOUNT,E00051,Employee 51,First51,Last51,A,emp51@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-01,Mid,2025-01-01,2025-01-01,,,,,,51.0,0-5 Years,Ecomm,M2,Manager2,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC51,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-01,2025-01-01,POS51,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599962,SYSTEM,2026-07-01 09:13:04.599962,SYSTEM,2026-07-01 09:13:04.599962,SYSTEM,2026-07-01 09:13:04.599963
2025-01-02,EMP,HEADCOUNT,E00052,Employee 52,First52,Last52,A,emp52@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-02,Mid,2025-01-02,2025-01-02,,,,,,52.0,0-5 Years,Ecomm,M3,Manager3,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC52,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-02,2025-01-02,POS52,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599967,SYSTEM,2026-07-01 09:13:04.599967,SYSTEM,2026-07-01 09:13:04.599967,SYSTEM,2026-07-01 09:13:04.599968
2025-01-03,EMP,HEADCOUNT,E00053,Employee 53,First53,Last53,A,emp53@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-03,Mid,2025-01-03,2025-01-03,,,,,,53.0,0-5 Years,Ecomm,M4,Manager4,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC53,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-03,2025-01-03,POS53,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599971,SYSTEM,2026-07-01 09:13:04.599972,SYSTEM,2026-07-01 09:13:04.599972,SYSTEM,2026-07-01 09:13:04.599972
2025-01-04,EMP,HEADCOUNT,E00054,Employee 54,First54,Last54,A,emp54@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,54.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC54,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS54,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599976,SYSTEM,2026-07-01 09:13:04.599976,SYSTEM,2026-07-01 09:13:04.599977,SYSTEM,2026-07-01 09:13:04.599977
2025-01-05,EMP,HEADCOUNT,E00055,Employee 55,First55,Last55,A,emp55@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,55.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC55,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS55,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599981,SYSTEM,2026-07-01 09:13:04.599981,SYSTEM,2026-07-01 09:13:04.599982,SYSTEM,2026-07-01 09:13:04.599982
2025-01-06,EMP,HEADCOUNT,E00056,Employee 56,First56,Last56,A,emp56@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,56.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC56,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS56,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599986,SYSTEM,2026-07-01 09:13:04.599986,SYSTEM,2026-07-01 09:13:04.599986,SYSTEM,2026-07-01 09:13:04.599987
2025-01-07,EMP,HEADCOUNT,E00057,Employee 57,First57,Last57,A,emp57@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,57.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC57,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS57,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599990,SYSTEM,2026-07-01 09:13:04.599990,SYSTEM,2026-07-01 09:13:04.599991,SYSTEM,2026-07-01 09:13:04.599991
2025-01-08,EMP,HEADCOUNT,E00058,Employee 58,First58,Last58,A,emp58@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,58.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC58,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS58,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.599995,SYSTEM,2026-07-01 09:13:04.599995,SYSTEM,2026-07-01 09:13:04.599996,SYSTEM,2026-07-01 09:13:04.599996
2025-01-09,EMP,HEADCOUNT,E00059,Employee 59,First59,Last59,A,emp59@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,59.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC59,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS59,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600000,SYSTEM,2026-07-01 09:13:04.600000,SYSTEM,2026-07-01 09:13:04.600000,SYSTEM,2026-07-01 09:13:04.600001
2025-01-10,EMP,HEADCOUNT,E00060,Employee 60,First60,Last60,A,emp60@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,60.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC60,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS60,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600005,SYSTEM,2026-07-01 09:13:04.600005,SYSTEM,2026-07-01 09:13:04.600005,SYSTEM,2026-07-01 09:13:04.600005
2025-01-01,EMP,HEADCOUNT,E00061,Employee 61,First61,Last61,A,emp61@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-01,Mid,2025-01-01,2025-01-01,,,,,,61.0,0-5 Years,Ecomm,M2,Manager2,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC61,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-01,2025-01-01,POS61,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600009,SYSTEM,2026-07-01 09:13:04.600009,SYSTEM,2026-07-01 09:13:04.600010,SYSTEM,2026-07-01 09:13:04.600010
2025-01-02,EMP,HEADCOUNT,E00062,Employee 62,First62,Last62,A,emp62@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-02,Mid,2025-01-02,2025-01-02,,,,,,62.0,0-5 Years,Ecomm,M3,Manager3,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC62,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-02,2025-01-02,POS62,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600014,SYSTEM,2026-07-01 09:13:04.600014,SYSTEM,2026-07-01 09:13:04.600014,SYSTEM,2026-07-01 09:13:04.600014
2025-01-03,EMP,HEADCOUNT,E00063,Employee 63,First63,Last63,A,emp63@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-03,Mid,2025-01-03,2025-01-03,,,,,,63.0,0-5 Years,Ecomm,M4,Manager4,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC63,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-03,2025-01-03,POS63,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600018,SYSTEM,2026-07-01 09:13:04.600018,SYSTEM,2026-07-01 09:13:04.600019,SYSTEM,2026-07-01 09:13:04.600019
2025-01-04,EMP,HEADCOUNT,E00064,Employee 64,First64,Last64,A,emp64@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,64.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC64,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS64,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600023,SYSTEM,2026-07-01 09:13:04.600023,SYSTEM,2026-07-01 09:13:04.600023,SYSTEM,2026-07-01 09:13:04.600023
2025-01-05,EMP,HEADCOUNT,E00065,Employee 65,First65,Last65,A,emp65@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,65.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC65,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS65,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600028,SYSTEM,2026-07-01 09:13:04.600028,SYSTEM,2026-07-01 09:13:04.600028,SYSTEM,2026-07-01 09:13:04.600028
2025-01-06,EMP,HEADCOUNT,E00066,Employee 66,First66,Last66,A,emp66@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,66.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC66,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS66,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600032,SYSTEM,2026-07-01 09:13:04.600032,SYSTEM,2026-07-01 09:13:04.600033,SYSTEM,2026-07-01 09:13:04.600033
